"Country","HDI","Category","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","Occupation","Years","Months","Community","Status","NumSon","NumDaught","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","Q1Self","Q2Others","DPMean","AIPMean","GPMean","SWLSMean"
"Australia",0.939,"VeryHigh",45,"Male","Yes Kids","ltuni","full-time",87500,NA,0,0,"Village","Divorced",1,1,3,3,4,5,4,4,2,4,3,5,3,4,4,4,5,4,4,4,4,5,4,4,2,2,3,2,4,4,4,4,4,4,3,4,4,5,3,3,3,3,2,2,2,2,2,"yes","yes",3.8,3.933,3.45,2
"Australia",0.939,"VeryHigh",28,"Female","No Kids","ltuni","full-time",55000,NA,3,4,"Medium-Sized","Married",0,0,3,4,4,3,3,1,1,2,1,1,1,1,4,1,1,2,2,3,1,2,2,3,3,4,2,2,1,4,3,2,4,2,1,2,2,4,3,2,3,1,1,1,1,2,1,"yes","no",3.4,1.6,2.5,1.2
"Australia",0.939,"VeryHigh",45,"Female","Yes Kids","lthigh","full-time",55000,NA,0,0,"Medium-Sized","Married",1,1,5,4,3,2,3,4,1,4,4,4,3,3,2,2,5,4,2,4,4,5,5,1,2,1,5,3,5,3,4,5,3,5,4,3,5,5,4,5,5,4,4,3,4,3,2,"yes","yes",3.4,3.4,3.85,3.2
"Australia",0.939,"VeryHigh",38,"Female","Yes Kids","deg","full-time",45000,NA,0,0,"Large Town","Married",1,0,3,5,4,5,5,2,2,1,5,5,5,2,3,2,5,4,1,4,1,3,5,2,2,4,5,2,1,3,1,2,2,2,3,5,2,4,4,4,4,4,3,4,2,3,3,"yes","no",4.4,3,3.05,3
"Australia",0.939,"VeryHigh",20,"Male","No Kids","deg","part-time",15000,NA,4,7,"Rural/Country","Single",0,0,4,4,4,4,4,3,4,4,5,5,2,5,3,4,5,5,4,4,5,5,4,5,4,5,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,3,5,4,4,3,"yes","yes",4,4.2,4.05,3.8
"Australia",0.939,"VeryHigh",32,"Female","No Kids","","full-time",67500,NA,6,0,"Village","Married",0,0,2,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,1,4,1,1,1,1,2,1,1,1,1,2,1,3,3,1,1,1,3,3,1,1,1,5,5,5,5,4,"no","no",1.6,1.6,1.5,4.8
"Australia",0.939,"VeryHigh",45,"Male","Yes Kids","deg","full-time",150000,"engineer",10,0,"Large-City","Divorced",1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,4,2,3,4,3,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,3,3,3,2,"yes","yes",4,3.6,3.6,2.8
"Australia",0.939,"VeryHigh",38,"Female","No Kids","deg","student",15000,NA,2,0,"Medium-Sized","Single",0,0,3,4,3,3,3,1,1,3,2,3,1,3,3,2,3,3,3,4,3,3,3,3,2,2,3,3,3,3,4,3,3,4,3,3,4,3,2,3,3,3,4,3,4,5,3,"yes","yes",3.2,2.533,3,3.8
"Australia",0.939,"VeryHigh",38,"Male","Yes Kids","deg","full-time",55000,"Technical Writer",7,6,"Large-City","Married",1,1,3,2,3,1,1,1,1,2,2,3,3,3,3,2,3,2,2,1,2,2,3,1,1,2,1,2,3,3,3,1,1,4,1,2,3,2,2,3,2,3,2,2,2,4,2,"yes","yes",2,2.133,2.15,2.4
"Australia",0.939,"VeryHigh",38,"Male","Yes Kids","deg","full-time",150000,"engineer",9,0,"Large-City","Married",1,1,5,5,5,5,5,2,2,3,2,5,3,5,5,5,5,2,2,3,2,4,5,2,2,3,3,4,4,4,5,2,2,5,3,2,5,3,3,5,5,4,2,2,2,2,2,"yes","yes",5,3.333,3.55,2
"Australia",0.939,"VeryHigh",45,"Female","No Kids","phd","full-time",150000,"manager",1,0,"Large-City","Married",0,0,3,2,4,3,3,1,1,4,5,3,1,2,3,1,5,2,3,2,2,3,3,2,3,1,1,3,3,3,2,3,3,3,1,3,3,4,2,5,3,3,3,5,2,3,3,"yes","no",3,2.533,2.7,3.2
"Australia",0.939,"VeryHigh",32,"Male","No Kids","ma","full-time",55000,"Information Technology Consultant",3,0,"Small City","Married",0,0,4,4,5,5,5,1,1,5,2,5,3,5,5,5,5,3,1,2,1,2,4,3,2,2,4,3,5,5,5,4,2,5,1,3,4,5,4,5,5,4,2,5,3,3,4,"yes","yes",4.6,3.067,3.75,3.4
"Australia",0.939,"VeryHigh",38,"Female","Yes Kids","deg","part-time",67500,NA,0,3,"Village","Married",1,0,2,3,2,2,2,1,1,4,3,2,2,2,2,2,3,3,2,3,1,2,3,2,2,3,3,2,1,2,3,3,4,3,4,3,3,4,2,4,2,3,3,3,3,4,3,"yes","no",2.2,2.2,2.8,3.2
"Australia",0.939,"VeryHigh",21,"Female","No Kids","deg","student",10000,NA,4,6,"Large-City","Single",0,0,5,5,4,4,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.6,4.8,4.75,1
"Australia",0.939,"VeryHigh",38,"Male","No Kids","deg","student",10000,NA,2,0,"Large-City","Single",0,0,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,1,1,4,5,5,5,5,1,5,1,1,1,1,"yes","yes",5,4.667,3.95,1.8
"Australia",0.939,"VeryHigh",45,"Male","Yes Kids","deg","full-time",87500,"IT Manager",13,0,"Small City","Married",1,2,3,3,4,3,3,2,3,5,4,3,4,4,4,3,4,4,5,5,4,3,4,1,3,5,2,2,3,4,4,4,2,3,4,4,3,4,2,4,3,4,4,4,4,4,3,"yes","yes",3.2,3.8,3.25,3.8
"Australia",0.939,"VeryHigh",24,"Female","Yes Kids","high","part-time",25000,"Customer Service",6,2,"Large-City","Single",1,0,3,3,5,2,2,1,1,1,4,4,1,2,3,3,5,4,3,5,3,2,5,1,2,5,3,4,5,4,4,5,5,3,1,4,3,2,2,4,5,5,4,4,4,4,5,"yes","yes",3,2.8,3.6,4.2
"Australia",0.939,"VeryHigh",32,"Male","Yes Kids","phd","full-time",67500,"IT Support",3,0,"Large-City","Married",1,1,5,3,4,4,5,4,2,3,3,4,1,3,3,4,5,3,2,3,1,5,4,3,2,2,2,2,4,2,4,2,4,5,3,4,5,4,4,5,4,4,3,3,2,4,5,"yes","no",4.2,3.067,3.45,3.4
"Australia",0.939,"VeryHigh",45,"Female","Yes Kids","ltuni","",NA,NA,0,0,"Small City","Married",2,1,5,4,3,3,3,1,1,4,3,3,1,3,2,3,3,3,2,4,2,1,3,1,4,2,4,3,3,4,4,4,4,2,2,4,4,4,4,3,1,4,4,4,3,3,2,"no","yes",3.6,2.4,3.2,3.2
"Australia",0.939,"VeryHigh",32,"Female","Yes Kids","dip","part-time",55000,"Business Owner",5,0,"Large-City","Separated",0,1,3,2,4,2,2,3,1,3,1,3,4,3,4,3,3,2,1,3,1,4,3,1,2,1,4,3,5,3,4,1,1,4,3,2,3,5,5,3,3,3,2,2,2,2,2,"yes","yes",2.6,2.6,2.95,2
"Australia",0.939,"VeryHigh",38,"Female","Yes Kids","lthigh","part-time",35000,NA,3,0,"Small Town","Married",2,2,3,4,4,3,3,2,1,1,1,3,5,1,2,2,3,3,1,2,1,3,3,1,1,1,5,1,3,2,3,1,1,3,1,2,3,4,3,3,4,2,4,4,4,4,2,"yes","no",3.4,2.067,2.35,3.6
"Australia",0.939,"VeryHigh",45,"Male","No Kids","ltuni","full-time",67500,"Internet & media consultant",8,0,"Large-City","Married",0,0,3,3,2,3,3,1,1,4,2,2,1,2,3,2,4,1,1,2,1,3,3,2,3,2,1,3,3,3,3,2,2,3,2,3,3,5,5,3,3,2,2,3,3,1,4,"no","no",2.8,2,2.8,2.6
"Australia",0.939,"VeryHigh",25,"Male","No Kids","deg","student",10000,NA,0,0,"Large-City","Single",0,0,2,1,1,1,1,1,1,5,4,4,2,5,4,5,5,1,1,1,1,1,1,1,3,2,1,4,4,1,4,5,4,5,1,1,4,4,1,2,5,5,3,4,2,4,2,"yes","yes",1.2,2.733,2.9,3
"Australia",0.939,"VeryHigh",22,"Female","No Kids","high","full-time",25000,"Housekeeping",0,6,"Large-City","Single",0,0,3,1,5,2,3,1,1,5,1,2,1,5,2,1,1,5,1,5,1,5,5,3,2,2,4,1,5,4,5,2,4,4,1,2,4,5,5,4,5,5,4,4,4,3,3,"yes","no",2.8,2.467,3.6,3.6
"Australia",0.939,"VeryHigh",20,"Male","No Kids","ltuni","student",10000,"Web Communications",3,3,"Medium-Sized","Single",0,0,4,4,4,4,4,3,2,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,5,5,2,4,4,4,3,2,4,3,2,4,3,4,4,4,3,1,2,1,1,1,"yes","yes",4,3.6,3.55,1.2
"Australia",0.939,"VeryHigh",24,"Male","No Kids","ltuni","student",10000,NA,0,0,"Large Town","Single",0,0,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,4.467,5,1
"Australia",0.939,"VeryHigh",28,"Male","No Kids","deg","full-time",45000,NA,2,0,"Village","Separated",0,0,4,5,5,5,5,1,1,4,2,5,5,5,4,2,5,4,3,3,3,5,5,5,4,4,5,4,4,4,5,5,3,5,3,3,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.8,3.467,4.45,1
"Australia",0.939,"VeryHigh",68,"Male","Yes Kids","ltuni","full-time",NA,NA,NA,0,"Village","Divorced",4,1,3,2,2,2,2,3,1,1,1,3,2,2,2,4,3,3,1,4,1,2,2,2,2,1,2,2,2,1,3,1,4,2,3,3,3,4,3,2,3,3,4,5,3,3,3,"yes","no",2.2,2.2,2.4,3.6
"Australia",0.939,"VeryHigh",25,"Male","No Kids","ma","unemployed",10000,NA,0,0,"Small Town","Married",0,0,3,4,3,3,3,4,2,2,3,4,5,3,4,5,4,4,3,5,2,3,5,3,3,4,4,4,4,3,5,5,3,4,3,3,4,4,5,5,4,5,2,3,3,2,1,"yes","yes",3.2,3.533,4,2.2
"Australia",0.939,"VeryHigh",32,"Male","No Kids","lthigh","full-time",67500,NA,9,0,"Village","Married",0,0,4,5,2,5,5,1,1,1,2,5,4,5,5,5,5,1,2,5,1,5,5,1,1,5,1,1,5,5,5,3,4,5,5,1,5,3,5,5,5,5,1,2,2,1,1,"yes","yes",4.2,3.2,3.75,1.4
"Australia",0.939,"VeryHigh",38,"Male","Yes Kids","ltuni","part-time",45000,NA,3,10,"Village","Married",1,3,4,4,3,3,2,2,3,4,4,4,5,3,5,3,4,3,2,3,3,4,5,3,4,2,4,3,5,4,5,3,2,4,3,4,5,5,2,4,4,5,1,2,1,2,1,"yes","yes",3.2,3.467,3.8,1.4
"Australia",0.939,"VeryHigh",24,"Female","No Kids","ltuni","student",15000,NA,5,0,"Village","Single",0,0,4,4,3,3,3,4,4,5,4,4,2,5,5,4,4,3,4,4,3,5,3,2,5,5,5,4,4,3,5,4,4,5,3,4,4,4,4,5,5,5,1,2,1,1,1,"yes","yes",3.4,4,4.15,1.2
"Australia",0.939,"VeryHigh",23,"Female","No Kids","ltuni","full-time",35000,NA,0,6,"Village","Single",0,0,4,4,3,4,4,2,2,3,3,5,5,5,4,4,4,3,3,3,3,4,5,3,3,5,4,3,5,4,5,2,4,5,2,3,4,4,4,5,5,5,2,2,2,1,3,"yes","yes",3.8,3.533,4,2
"Australia",0.939,"VeryHigh",32,"Female","No Kids","ltuni","full-time",67500,NA,6,1,"Village","Married",0,0,5,4,2,2,2,2,2,5,3,3,5,5,4,3,5,4,4,3,1,5,5,5,1,2,1,2,5,2,5,2,1,5,3,1,4,5,3,5,5,5,3,4,4,4,1,"yes","yes",3,3.6,3.35,3.2
"Austria",0.893,"VeryHigh",55,"Female","No Kids","ltuni","full-time",35000,"language trainer",14,0,"Large Town","Married",0,0,5,5,4,4,4,3,1,1,2,4,4,5,4,5,5,1,3,2,2,5,5,5,3,3,4,2,5,3,5,2,4,4,3,4,4,4,3,3,5,4,3,4,4,4,2,"yes","yes",4.4,3.133,3.75,3.4
"Austria",0.893,"VeryHigh",38,"Female","No Kids","ltuni","part-time",15000,NA,10,0,"Village","Married",0,0,4,4,5,4,4,3,3,5,4,5,2,5,5,5,5,5,3,5,4,4,5,5,4,4,2,3,4,5,5,3,5,5,4,4,5,4,4,5,5,5,2,2,2,2,1,"yes","yes",4.2,4.2,4.3,1.8
"Austria",0.893,"VeryHigh",32,"Male","No Kids","deg","part-time",35000,"Editor",0,2,"Medium-Sized","Married",0,0,4,4,4,3,3,1,2,2,3,2,4,4,4,2,2,4,3,3,2,3,4,3,4,4,2,3,2,4,4,3,4,5,2,2,4,4,3,3,3,2,3,3,2,3,2,"yes","yes",3.6,2.733,3.25,2.6
"Bahamas",0.792,"High",55,"Female","No Kids","ma","full-time",67500,"manager",2,0,"Medium-Sized","Single",0,0,4,4,3,3,3,4,2,3,3,3,3,3,4,3,3,2,2,3,3,4,4,4,4,3,3,4,4,3,4,2,4,4,3,4,3,4,4,4,3,4,2,3,2,2,1,"yes","yes",3.4,3,3.6,2
"Barbados",0.795,"High",23,"Female","No Kids","deg","student",NA,NA,3,0,"Small Town","Single",0,0,1,3,2,1,1,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1,3,3,1,2,"no","no",1.6,1.8,1.9,2
"Belgium",0.896,"VeryHigh",55,"Male","Yes Kids","ma","full-time",15000,NA,NA,0,"Village","Separated",1,0,2,3,3,3,3,4,4,5,3,3,3,3,5,4,4,4,4,3,4,5,5,2,5,4,4,3,4,2,5,4,4,4,3,4,5,2,3,4,5,4,2,2,3,3,1,"yes","yes",2.8,3.867,3.8,2.2
"Belgium",0.896,"VeryHigh",28,"Male","No Kids","deg","full-time",25000,NA,3,0,"Small Town","Married",0,0,5,4,3,2,2,1,2,5,3,4,5,2,4,2,2,5,2,5,2,3,4,1,4,4,2,5,1,4,3,1,4,4,1,4,4,3,2,4,4,4,3,3,3,3,3,"yes","no",3.2,3.133,3.15,3
"Belgium",0.896,"VeryHigh",28,"Male","No Kids","ma","student",15000,NA,1,0,"Small Town","Single",0,0,4,4,4,3,3,2,2,2,4,4,5,4,4,3,4,3,3,4,2,4,2,4,3,5,4,2,4,3,4,4,3,4,3,3,4,4,4,4,4,4,2,3,3,3,2,"yes","yes",3.6,3.333,3.6,2.6
"Belgium",0.896,"VeryHigh",22,"Female","Yes Kids","high","part-time",25000,"manager",5,3,"Small Town","Divorced",3,2,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,3,4,4,"no","yes",5,3.133,3,4.2
"Belgium",0.896,"VeryHigh",45,"Male","Yes Kids","ma","full-time",250000,NA,14,0,"Village","Married",0,2,4,4,4,2,1,1,1,4,2,1,1,2,2,1,2,5,2,5,1,4,4,5,3,1,4,4,4,4,2,1,4,4,1,1,2,2,1,3,3,2,3,5,3,5,3,"yes","no",3,2.267,2.75,3.8
"Belgium",0.896,"VeryHigh",28,"Female","Yes Kids","ma","student",NA,NA,4,0,"Village","Married",2,0,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,2,2,2,3,1,"yes","yes",5,4.6,4.5,2
"Belgium",0.896,"VeryHigh",45,"Male","No Kids","ma","unemployed",55000,NA,3,0,"Large-City","Divorced",0,0,4,3,2,2,2,3,2,3,3,4,4,4,3,3,2,2,2,4,2,4,4,4,3,5,4,2,4,4,4,4,3,4,3,3,4,4,3,5,4,4,1,1,1,1,1,"yes","no",2.6,3,3.75,1
"Belgium",0.896,"VeryHigh",22,"Female","No Kids","deg","part-time",67500,NA,2,3,"Small Town","Single",0,0,3,3,2,2,3,3,4,2,3,3,3,3,2,3,2,4,4,5,3,4,3,2,3,1,4,3,3,3,3,3,3,3,3,2,2,2,3,3,4,2,3,4,3,3,3,"yes",NA,2.6,3.2,2.75,3.2
"Belgium",0.896,"VeryHigh",55,"Female","Yes Kids","deg","full-time",87500,NA,17,5,"","Separated",0,2,4,3,3,2,3,1,3,3,4,4,4,4,5,3,3,3,4,3,4,4,4,4,3,1,3,4,3,2,4,4,4,4,2,3,4,3,3,3,4,3,3,2,2,2,1,"yes","yes",3,3.467,3.25,2
"Bolivia",0.674,"Medium",45,"Male","Yes Kids","deg","part-time",35000,NA,0,0,"Village","Married",1,1,3,4,3,3,3,3,1,4,3,3,4,3,3,3,3,4,2,2,2,4,4,2,2,2,2,2,4,2,4,2,3,4,2,2,3,4,3,3,4,4,3,4,4,4,3,"yes","yes",3.2,2.933,2.9,3.6
"Botswana",0.698,"Medium",38,"Female","No Kids","deg","student",10000,NA,3,1,"Village","Widowed",0,0,1,1,1,2,2,3,3,3,2,2,3,4,3,2,3,5,3,4,3,2,3,2,1,4,4,1,2,4,3,4,5,2,5,4,5,3,2,3,2,2,1,2,2,2,2,"yes","no",1.4,3,3.05,1.8
"Brazil",0.754,"High",28,"Male","No Kids","phd","student",15000,NA,0,1,"","Married",0,0,5,5,5,5,5,2,2,1,4,5,3,5,5,5,5,4,3,5,2,4,5,5,5,5,5,4,5,5,5,4,2,5,3,4,5,5,5,5,5,5,1,1,1,2,1,"yes","yes",5,3.667,4.6,1.2
"Brazil",0.754,"High",20,"Female","No Kids","ltuni","student",10000,NA,0,0,"Large-City","Single",0,0,4,2,5,4,4,4,4,5,5,4,2,5,5,4,3,5,5,5,5,5,5,5,4,2,5,3,5,5,5,5,5,5,4,4,5,5,5,5,1,5,3,5,3,2,4,"yes","yes",3.8,4.4,4.4,3.4
"Brazil",0.754,"High",45,"Female","Yes Kids","deg","full-time",15000,"Translator",10,10,"Large-City","Married",1,1,5,5,4,3,3,2,3,3,3,3,4,2,4,3,4,5,3,3,2,3,4,3,3,5,3,3,3,4,5,3,4,5,3,4,4,4,3,4,3,3,2,3,2,3,4,"yes",NA,4,3.133,3.65,2.8
"Brazil",0.754,"High",28,"Male","No Kids","high","part-time",10000,"trainee",0,5,"Large-City","Married",0,0,2,2,3,3,3,1,1,1,2,1,2,2,3,2,2,1,1,3,1,2,3,1,4,3,1,5,1,1,3,2,5,2,1,1,2,2,2,1,3,2,3,3,4,3,1,"yes","no",2.6,1.667,2.25,2.8
"Brazil",0.754,"High",55,"Female","No Kids","deg","full-time",10000,"Musician",23,0,"Large-City","Single",0,0,5,4,1,2,2,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,4,1,3,4,1,1,3,1,4,4,5,5,1,3,1,3,2,"yes","no",2.8,1.4,2.6,2
"Brazil",0.754,"High",24,"Male","No Kids","dip","unemployed",10000,NA,0,0,"Large-City","Single",0,0,5,5,2,1,2,1,1,2,1,4,5,4,5,3,5,5,2,4,1,1,5,1,4,4,1,3,4,3,5,2,2,5,2,3,5,5,4,5,5,5,1,2,2,2,1,"yes","no",3,2.933,3.65,1.6
"Brazil",0.754,"High",45,"Male","Yes Kids","phd","full-time",45000,"college professor",3,0,"Large-City","Married",0,1,5,5,5,4,4,1,2,2,5,5,5,3,4,3,5,3,1,3,2,4,4,3,4,5,5,3,5,4,5,2,4,5,2,2,4,4,3,1,5,3,3,3,3,4,3,"yes","yes",4.6,3.2,3.65,3.2
"Brazil",0.754,"High",38,"Male","No Kids","ma","full-time",87500,NA,12,6,"Village","Single",0,0,5,5,5,5,5,2,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,3,5,5,2,3,5,5,5,5,5,5,1,2,1,4,3,"yes","yes",5,4.6,4.45,2.2
"Brazil",0.754,"High",25,"Male","No Kids","deg","full-time",67500,"System Analyst",4,0,"Large-City","Single",0,0,4,3,3,3,3,1,3,4,4,3,4,3,3,3,3,2,3,3,2,3,4,2,3,1,2,2,3,4,4,3,4,4,2,2,3,4,4,3,3,3,4,4,3,4,4,"yes","yes",3.2,2.933,3,3.8
"Brazil",0.754,"High",22,"Male","No Kids","ltuni","student",NA,NA,NA,0,"Large-City","Single",0,0,4,4,3,3,3,3,3,4,4,4,4,4,3,4,5,2,2,3,4,2,4,2,2,4,3,3,5,4,5,2,5,5,3,3,5,4,3,3,5,4,2,3,2,3,2,"yes","yes",3.4,3.4,3.7,2.4
"Brazil",0.754,"High",38,"Male","Yes Kids","phd","full-time",150000,"engineer",8,0,"Medium-Sized","Married",1,0,4,3,3,3,2,2,2,4,2,3,3,2,4,2,4,4,2,4,1,4,4,2,4,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,2,3,2,4,4,"yes","yes",3,2.867,3.55,3
"Brazil",0.754,"High",68,"Male","No Kids","ma","retired",10000,"retired",23,0,"Small Town","Divorced",0,0,3,3,3,2,2,1,1,5,4,2,4,2,3,2,2,2,2,1,2,2,3,1,1,1,1,1,2,3,2,1,4,4,1,3,4,3,2,4,3,4,4,4,4,4,2,"yes","no",2.6,2.333,2.4,3.6
"Brazil",0.754,"High",28,"Male","No Kids","ltuni","full-time",45000,"Web Designer",8,7,"Large-City","Single",0,0,4,4,5,5,5,1,4,5,5,5,5,5,4,5,5,5,3,5,2,5,5,5,5,5,2,4,4,5,5,2,5,5,2,4,5,5,4,5,5,5,1,2,3,3,1,"yes","yes",4.6,4.267,4.35,2
"Brazil",0.754,"High",45,"Female","No Kids","dip","full-time",15000,"Journalist",7,0,"Large-City","Single",0,0,4,5,5,4,4,2,5,5,5,4,1,4,5,4,5,4,5,5,5,5,4,2,5,5,4,4,4,5,4,4,5,4,3,5,5,4,4,5,4,4,2,2,2,3,2,"yes","yes",4.4,4.267,4.2,2.2
"Brazil",0.754,"High",38,"Female","Yes Kids","deg","full-time",55000,NA,1,0,"Large-City","Married",2,1,3,2,3,1,1,1,1,5,2,1,1,1,2,1,1,1,1,2,1,1,3,2,2,4,2,2,1,2,3,2,3,2,1,3,3,4,4,2,2,1,5,5,4,5,5,"no","no",2,1.467,2.4,4.8
"Brazil",0.754,"High",23,"Male","No Kids","ltuni","part-time",10000,NA,0,1,"Small Town","Single",0,0,4,4,3,4,2,4,2,3,5,4,3,3,4,4,5,4,4,2,2,4,4,2,3,3,3,2,3,3,4,3,2,5,2,3,4,3,3,4,4,3,2,1,2,2,2,"yes","yes",3.4,3.533,3.15,1.8
"Brazil",0.754,"High",23,"Male","No Kids","ltuni","student",NA,NA,0,0,"Large-City","Single",0,0,4,5,4,4,4,1,2,5,3,4,5,3,3,2,5,2,1,4,1,3,2,2,2,5,3,2,4,4,4,2,4,4,1,3,4,4,5,4,5,4,3,5,4,3,2,"yes","yes",4.2,2.933,3.4,3.4
"Brazil",0.754,"High",22,"Male","No Kids","ltuni","student",150000,NA,3,0,"Village","Single",0,0,5,5,2,2,2,4,3,2,4,5,5,5,5,5,4,3,5,3,2,5,5,1,5,5,3,5,5,4,5,1,1,5,5,5,5,3,3,5,1,4,1,4,1,1,1,"yes","yes",3.2,4,3.8,1.6
"Brazil",0.754,"High",28,"Male","No Kids","deg","full-time",25000,NA,6,0,"Large-City","Single",0,0,2,4,2,2,2,2,1,3,2,3,4,3,3,4,2,1,1,2,5,3,3,3,3,4,3,3,3,2,4,1,3,4,2,4,3,1,2,3,2,2,4,5,4,4,4,"yes","no",2.4,2.6,2.75,4.2
"Brazil",0.754,"High",45,"Male","No Kids","deg","full-time",45000,NA,10,0,"Village","Married",0,0,3,4,3,3,3,2,5,5,4,5,4,5,4,2,4,5,5,5,5,5,5,3,3,5,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,5,3,3,2,2,1,"yes","yes",3.2,4.333,3.95,2.2
"Bulgaria",0.794,"High",55,"Female","Yes Kids","phd","full-time",10000,NA,NA,0,"Small Town","Widowed",1,0,4,4,3,3,3,2,1,1,3,2,3,2,4,1,4,4,2,3,2,2,4,3,1,4,3,2,4,3,4,3,3,4,2,2,3,3,3,3,4,1,1,3,2,3,2,"yes","no",3.4,2.4,2.95,2.2
"Bulgaria",0.794,"High",28,"Female","No Kids","ltuni","unemployed",10000,NA,0,0,"Village","Married",0,0,5,5,5,5,4,1,1,3,1,5,5,5,4,5,5,5,3,2,1,2,5,3,4,3,4,2,5,4,5,5,1,5,3,3,5,2,5,5,5,5,1,1,1,1,1,"yes","yes",4.8,3.2,3.95,1
"Canada",0.92,"VeryHigh",21,"Male","No Kids","ltuni","student",25000,"Software Developer",0,3,"Large-City","Single",0,0,4,4,4,4,5,1,1,3,3,2,2,2,3,3,4,3,2,2,2,2,2,2,2,5,3,1,4,4,5,2,2,3,1,3,4,4,4,3,3,4,4,4,4,3,4,"yes","no",4.2,2.333,3.05,3.8
"Canada",0.92,"VeryHigh",38,"Female","No Kids","deg","full-time",55000,NA,6,0,"Rural/Country","Single",0,0,3,3,3,2,2,2,2,5,4,4,2,4,4,3,4,3,4,3,2,5,5,2,3,2,4,3,4,3,4,3,4,5,3,3,4,4,3,5,4,4,3,4,3,4,3,"yes","yes",2.6,3.4,3.6,3.4
"Canada",0.92,"VeryHigh",38,"Male","No Kids","phd","full-time",87500,"college professor",2,6,"Large-City","Separated",0,0,4,3,3,4,4,5,5,4,2,5,4,4,5,5,5,2,2,4,2,4,5,3,4,4,4,4,4,3,5,3,4,5,2,4,4,5,4,5,5,4,1,1,2,1,2,"yes","no",3.6,3.867,4.05,1.4
"Canada",0.92,"VeryHigh",55,"Female","No Kids","deg","unemployed",10000,NA,0,0,"Small Town","Divorced",0,0,5,5,3,3,3,3,3,1,3,5,5,3,5,5,5,4,3,5,3,5,5,4,2,5,5,3,5,3,5,3,4,5,5,4,5,5,4,5,5,5,4,4,4,3,2,"yes","no",3.8,3.867,4.35,3.4
"Canada",0.92,"VeryHigh",38,"Female","Yes Kids","dip","full-time",45000,NA,0,4,"Village","Married",0,1,5,4,3,2,2,2,3,5,4,4,3,5,4,4,4,4,4,4,3,4,4,3,3,5,5,3,4,3,5,2,5,5,3,4,4,4,4,4,5,5,3,3,4,3,4,"yes","yes",3.2,3.8,4,3.4
"Canada",0.92,"VeryHigh",28,"Male","Yes Kids","deg","full-time",67500,"Regional Sales Manager",1,0,"Large-City","Married",1,0,4,4,1,3,3,2,2,5,5,2,5,4,5,3,5,4,4,5,2,4,4,1,3,5,5,3,4,3,4,5,5,4,5,4,4,5,5,3,3,4,2,2,2,2,2,"yes","yes",3,3.8,3.95,2
"Canada",0.92,"VeryHigh",25,"Female","No Kids","ma","unemployed",10000,"Unemployed",0,0,"Large-City","Married",0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,2,1,1,1,5,2,1,1,1,1,1,2,2,2,1,1,4,3,3,3,4,"no","no",1,1.467,1.45,3.4
"Canada",0.92,"VeryHigh",38,"Male","No Kids","ltuni","full-time",67500,"Business Owner",7,1,"Large-City","Married",0,0,4,4,3,3,3,1,1,3,1,2,3,1,2,1,2,4,1,3,1,3,4,2,2,3,3,3,4,3,4,1,1,4,3,3,3,3,2,3,3,3,3,3,3,2,2,"yes","no",3.4,1.933,2.85,2.6
